Sample Name	Model ID	Feature ID	Classification	All Genes
MKN7_STOMACH	ACH-000678	MKN7_STOMACH_amplicon14_ecDNA_1	ecDNA	['C19orf12', 'CCNE1', 'CEBPA', 'CEBPA-DT', 'CEBPG', 'CHST8', 'KCTD15', 'LSM14A', 'PEPD', 'URI1']
MKN7_STOMACH	ACH-000678	MKN7_STOMACH_amplicon15_Linear amplification_1	Linear amplification	['ACSS1', 'APMAP', 'CST7', 'VSX1']
MKN7_STOMACH	ACH-000678	MKN7_STOMACH_amplicon16_ecDNA_1	ecDNA	['BPIFA1', 'BPIFB1']
MKN7_STOMACH	ACH-000678	MKN7_STOMACH_amplicon1_ecDNA_1	ecDNA	['IRF2BP2', 'PP2672']
MKN7_STOMACH	ACH-000678	MKN7_STOMACH_amplicon3_ecDNA_1	ecDNA	['VIPR2']
MKN7_STOMACH	ACH-000678	MKN7_STOMACH_amplicon4_ecDNA_1	ecDNA	['DKK4', 'VDAC3']
MKN7_STOMACH	ACH-000678	MKN7_STOMACH_amplicon5_ecDNA_1	ecDNA	['TBC1D31']
MKN7_STOMACH	ACH-000678	MKN7_STOMACH_amplicon6_Complex non-cyclic_1	Complex non-cyclic	['CASC11', 'CASC19', 'CASC21', 'CASC8', 'CCAT1', 'CCAT2', 'LRATD2', 'MYC', 'PCAT1', 'PCAT2', 'POU5F1B', 'PRNCR1', 'PVT1', 'TMEM75']
MKN7_STOMACH	ACH-000678	MKN7_STOMACH_amplicon7_ecDNA_1	ecDNA	['CACNB1', 'CDK12', 'ERBB2', 'FBXL20', 'GRB7', 'IKZF3', 'MED1', 'MIEN1', 'NEUROD2', 'PGAP3', 'PNMT', 'PPP1R1B', 'RPL19', 'STAC2', 'STARD3', 'TCAP', 'ZPBP2']
MKN7_STOMACH	ACH-000678	MKN7_STOMACH_amplicon8_ecDNA_1	ecDNA	['NAIF1', 'SLC25A25']
MKN7_STOMACH	ACH-000678	MKN7_STOMACH_amplicon9_ecDNA_1	ecDNA	['AIP', 'C11orf72', 'CABP2', 'CABP4', 'CARNS1', 'CDK2AP2', 'CLCF1', 'CORO1B', 'DOC2GP', 'GPR152', 'GSTP1', 'NDUFV1', 'NUDT8', 'PITPNM1', 'POLD4', 'PPP1CA', 'PTPRCAP', 'RAD9A', 'RPS6KB2', 'TBC1D10C', 'TBX10', 'TMEM134']
MSTO211H_PLEURA	ACH-000335	MSTO211H_PLEURA_amplicon1_Complex non-cyclic_1	Complex non-cyclic	[]
MSTO211H_PLEURA	ACH-000335	MSTO211H_PLEURA_amplicon2_ecDNA_1	ecDNA	['CASC11', 'MYC', 'PVT1', 'TMEM75']
MSTO211H_PLEURA	ACH-000335	MSTO211H_PLEURA_amplicon3_Complex non-cyclic_1	Complex non-cyclic	['CLEC18B', 'CLEC18C', 'EXOSC6', 'NPIPB15', 'PDPR', 'PDXDC2P-NPIPB14P', 'PSMD7', 'SMG1P7']
NCIH1092_LUNG	ACH-000514	NCIH1092_LUNG_amplicon1_BFB_1	BFB	['ACOT7', 'CHD5', 'DNAJC11', 'ESPN', 'GPR153', 'HES2', 'HES3', 'ICMT', 'KCNAB2', 'KLHL21', 'NOL9', 'NPHP4', 'PHF13', 'PLEKHG5', 'RNF207', 'RPL22', 'TAS1R1', 'THAP3', 'TNFRSF25', 'ZBTB48']
NCIH1092_LUNG	ACH-000514	NCIH1092_LUNG_amplicon2_ecDNA_1	ecDNA	['BMP8B', 'CAP1', 'COL9A2', 'HEYL', 'HPCAL4', 'MFSD2A', 'MYCL', 'NT5C1A', 'OXCT2', 'PABPC4', 'PABPC4-AS1', 'PPIE', 'PPIEL', 'PPT1', 'RLF', 'SNORA55', 'TMCO2', 'TRIT1', 'ZMPSTE24']
NCIH1184_LUNG	ACH-000523	NCIH1184_LUNG_amplicon1_ecDNA_1	ecDNA	['AKIRIN1', 'BMP8A', 'BMP8B', 'C1orf109', 'C1orf122', 'CAP1', 'CDCA8', 'CITED4', 'COL9A2', 'CTPS1', 'DNALI1', 'EPHA10', 'EXO5', 'FHL3', 'GJA9', 'GJA9-MYCBP', 'GNL2', 'HEYL', 'HPCAL4', 'INPP5B', 'KCNQ4', 'KIAA0754', 'MACF1', 'MANEAL', 'MEAF6', 'MFSD2A', 'MTF1', 'MYCBP', 'MYCL', 'NDUFS5', 'NFYC', 'NFYC-AS1', 'NT5C1A', 'OXCT2', 'OXCT2P1', 'PABPC4', 'PABPC4-AS1', 'POU3F1', 'PPIE', 'PPIEL', 'PPT1', 'RHBDL2', 'RIMS3', 'RLF', 'RRAGC', 'RSPO1', 'SF3A3', 'SLFNL1-AS1', 'SMAP2', 'SNIP1', 'SNORA55', 'TMCO2', 'TRIT1', 'UTP11', 'YRDC', 'ZC3H12A', 'ZFP69', 'ZFP69B', 'ZMPSTE24', 'ZNF684']
NCIH1299_LUNG	ACH-000510	NCIH1299_LUNG_amplicon1_Complex non-cyclic_1	Complex non-cyclic	[]
NCIH1341_LUNG	ACH-000129	NCIH1341_LUNG_amplicon1_BFB_1	BFB	['CASC11', 'MYC', 'PVT1']
NCIH1355_LUNG	ACH-000666	NCIH1355_LUNG_amplicon2_Linear amplification_1	Linear amplification	['PDE4D']
NCIH1355_LUNG	ACH-000666	NCIH1355_LUNG_amplicon3_ecDNA_1	ecDNA	['CNTN1', 'MUC19', 'PDZRN4']
NCIH1355_LUNG	ACH-000666	NCIH1355_LUNG_amplicon4_ecDNA_1	ecDNA	['DBX2', 'NELL2', 'RACGAP1P']
NCIH1355_LUNG	ACH-000666	NCIH1355_LUNG_amplicon5_ecDNA_1	ecDNA	['TESC', 'TESC-AS1']
NCIH1435_LUNG	ACH-000852	NCIH1435_LUNG_amplicon1_BFB_1	BFB	['SOX14']
NCIH1435_LUNG	ACH-000852	NCIH1435_LUNG_amplicon2_ecDNA_1	ecDNA	['AAMDC', 'ACER3', 'ALG8', 'AQP11', 'CLNS1A', 'GAB2', 'GUCY2EP', 'INTS4', 'KCTD14', 'KCTD21', 'KCTD21-AS1', 'NARS2', 'NDUFC2', 'NDUFC2-KCTD14', 'PAK1', 'RSF1', 'TENM4', 'THRSP', 'TSKU', 'USP35']
NCIH1435_LUNG	ACH-000852	NCIH1435_LUNG_amplicon3_ecDNA_1	ecDNA	['AREG', 'EPGN', 'EREG']
NCIH1435_LUNG	ACH-000852	NCIH1435_LUNG_amplicon5_ecDNA_1	ecDNA	['CHD2']
NCIH1435_LUNG	ACH-000852	NCIH1435_LUNG_amplicon6_Linear amplification_1	Linear amplification	['AIFM3', 'CRKL', 'LZTR1', 'P2RX6', 'PI4KA', 'SLC7A4', 'SNAP29', 'THAP7', 'THAP7-AS1', 'TUBA3FP']
NCIH1436_LUNG	ACH-000830	NCIH1436_LUNG_amplicon1_ecDNA_1	ecDNA	[]
NCIH1436_LUNG	ACH-000830	NCIH1436_LUNG_amplicon1_ecDNA_2	ecDNA	[]
NCIH1436_LUNG	ACH-000830	NCIH1436_LUNG_amplicon2_Complex non-cyclic_1	Complex non-cyclic	['MUC20', 'SDHAP2']
NCIH1437_LUNG	ACH-000589	NCIH1437_LUNG_amplicon1_Linear amplification_1	Linear amplification	['PTGFR']
NCIH1437_LUNG	ACH-000589	NCIH1437_LUNG_amplicon2_Linear amplification_1	Linear amplification	['DDX20', 'KCND3', 'KCND3-AS1', 'KCND3-IT1']
NCIH1437_LUNG	ACH-000589	NCIH1437_LUNG_amplicon3_Complex non-cyclic_1	Complex non-cyclic	['ACP6', 'ADAM15', 'ADAMTSL4', 'ADAMTSL4-AS1', 'ADAR', 'ANKRD34A', 'ANKRD35', 'ANP32E', 'ANXA9', 'APH1A', 'AQP10', 'ARNT', 'ATP8B2', 'BCL9', 'BNIPL', 'BOLA1', 'C1orf189', 'C1orf43', 'C1orf54', 'C1orf56', 'C1orf68', 'C2CD4D', 'C2CD4D-AS1', 'CA14', 'CD160', 'CDC42SE1', 'CELF3', 'CERS2', 'CGN', 'CHD1L', 'CHRNB2', 'CHTOP', 'CIART', 'CKS1B', 'CRCT1', 'CREB3L4', 'CRNN', 'CRTC2', 'CTSK', 'CTSS', 'CTXND2', 'DCST1', 'DCST1-AS1', 'DCST2', 'DENND4B', 'DPM3', 'ECM1', 'EFNA1', 'EFNA3', 'EFNA4', 'ENSA', 'FALEC', 'FAM72D', 'FCGR1A', 'FLAD1', 'FLG', 'FLG-AS1', 'FLG2', 'FMO5', 'GABPB2', 'GATAD2B', 'GBAT2', 'GJA5', 'GJA8', 'GNRHR2', 'GOLPH3L', 'GPR89A', 'GPR89B', 'H2AC18', 'H2AC19', 'H2AC20', 'H2AC21', 'H2BC18', 'H2BC20P', 'H2BC21', 'H3C13', 'H3C14', 'H3C15', 'H4C14', 'H4C15', 'HAX1', 'HJV', 'HORMAD1', 'HRNR', 'HYDIN2', 'IL6R', 'IL6R-AS1', 'ILF2', 'INTS3', 'ITGA10', 'IVL', 'JTB', 'KCNN3', 'KPRP', 'KRTCAP2', 'LCE1A', 'LCE1B', 'LCE1C', 'LCE1D', 'LCE1E', 'LCE1F', 'LCE2A', 'LCE2B', 'LCE2C', 'LCE2D', 'LCE3A', 'LCE3D', 'LCE3E', 'LCE4A', 'LCE5A', 'LCE6A', 'LELP1', 'LENEP', 'LINGO4', 'LIX1L', 'LIX1L-AS1', 'LOR', 'LYSMD1', 'MCL1', 'MINDY1', 'MLLT11', 'MRPL9', 'MRPS21', 'MTMR11', 'NBPF10', 'NBPF11', 'NBPF12', 'NBPF13P', 'NBPF14', 'NBPF18P', 'NBPF19', 'NBPF20', 'NBPF25P', 'NBPF9', 'NOTCH2NLA', 'NOTCH2NLB', 'NOTCH2NLC', 'NPR1', 'NUDT17', 'NUDT4B', 'NUDT4P2', 'NUP210L', 'OAZ3', 'OTUD7B', 'PBXIP1', 'PDE4DIP', 'PDE4DIPP1', 'PDIA3P1', 'PDZK1', 'PDZK1P1', 'PEX11B', 'PGLYRP3', 'PGLYRP4', 'PI4KB', 'PIAS3', 'PIP5K1A', 'PLEKHO1', 'PMVK', 'POGZ', 'POLR3C', 'POLR3GL', 'PPIAL4C', 'PPIAL4G', 'PPIAL4H', 'PRKAB2', 'PRPF3', 'PRR9', 'PRUNE1', 'PSMB4', 'PSMD4', 'PYGO2', 'RAB13', 'RBM8A', 'RFX5', 'RIIAD1', 'RNF115', 'RNVU1-1', 'RNVU1-14', 'RNVU1-3', 'RNVU1-6', 'RNVU1-7', 'RNVU1-8', 'RORC', 'RPRD2', 'RPS27', 'RPTN', 'S100A1', 'S100A10', 'S100A11', 'S100A12', 'S100A13', 'S100A14', 'S100A16', 'S100A2', 'S100A3', 'S100A4', 'S100A5', 'S100A6', 'S100A7', 'S100A7A', 'S100A8', 'S100A9', 'SCNM1', 'SEC22B2P', 'SEC22B3P', 'SELENBP1', 'SEMA6C', 'SETDB1', 'SF3B4', 'SHC1', 'SHE', 'SLC27A3', 'SLC39A1', 'SLC50A1', 'SMCP', 'SNAPIN', 'SNORA58B', 'SNORD13C', 'SNX27', 'SPRR1A', 'SPRR1B', 'SPRR2A', 'SPRR2B', 'SPRR2C', 'SPRR2D', 'SPRR2E', 'SPRR2F', 'SPRR2G', 'SPRR3', 'SPRR4', 'SRGAP2B', 'SV2A', 'TARS2', 'TCHH', 'TCHHL1', 'TDRD10', 'TDRKH', 'TDRKH-AS1', 'THEM4', 'THEM5', 'TMOD4', 'TNFAIP8L2', 'TNFAIP8L2-SCNM1', 'TPM3', 'TRIM46', 'TUFT1', 'TXNIP', 'UBAP2L', 'UBE2Q1', 'UBE2Q1-AS1', 'VPS45', 'VPS72', 'ZBTB7B', 'ZNF687', 'ZNF687-AS1']
NCIH1437_LUNG	ACH-000589	NCIH1437_LUNG_amplicon4_ecDNA_1	ecDNA	['BRD9', 'CEP72', 'CLPTM1L', 'CTD-2194D22.4', 'CTD-3080P12.3', 'IRX4', 'LPCAT1', 'MRPL36', 'NDUFS6', 'NKD2', 'SDHAP3', 'SLC12A7', 'SLC6A18', 'SLC6A19', 'SLC6A3', 'TERT', 'TPPP', 'TRIP13', 'ZDHHC11', 'ZDHHC11B']
NCIH146_LUNG	ACH-000506	NCIH146_LUNG_amplicon1_Linear amplification_1	Linear amplification	[]
NCIH146_LUNG	ACH-000506	NCIH146_LUNG_amplicon2_ecDNA_1	ecDNA	['FRMD1', 'HGC6.3', 'KIF25', 'KIF25-AS1']
NCIH146_LUNG	ACH-000506	NCIH146_LUNG_amplicon3_Linear amplification_1	Linear amplification	['ST8SIA1']
NCIH157DM_LUNG	ACH-000921	NCIH157DM_LUNG_amplicon1_ecDNA_1	ecDNA	['GDAP2', 'TENT5C', 'WDR3']
NCIH157DM_LUNG	ACH-000921	NCIH157DM_LUNG_amplicon2_Linear amplification_1	Linear amplification	['ANKRD34A', 'ANKRD35', 'CD160', 'GNRHR2', 'GPR89A', 'HJV', 'ITGA10', 'LIX1L', 'LIX1L-AS1', 'NBPF10', 'NBPF20', 'NBPF25P', 'NOTCH2NLA', 'NUDT17', 'PDZK1', 'PEX11B', 'PIAS3', 'POLR3C', 'POLR3GL', 'RBM8A', 'RNF115', 'RNVU1-14', 'RNVU1-6', 'TXNIP']
NCIH157DM_LUNG	ACH-000921	NCIH157DM_LUNG_amplicon3_Linear amplification_1	Linear amplification	['ACP6', 'BCL9', 'CHD1L', 'FMO5', 'GJA5', 'GJA8', 'GPR89B', 'NBPF11', 'NBPF13P', 'NBPF14', 'NOTCH2NLB', 'PDE4DIPP1', 'PDIA3P1', 'PDZK1P1', 'PPIAL4G', 'PRKAB2', 'RNVU1-1', 'RNVU1-3', 'RNVU1-7']
NCIH157DM_LUNG	ACH-000921	NCIH157DM_LUNG_amplicon4_BFB_1	BFB	[]
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon10_Complex non-cyclic_1	Complex non-cyclic	['AGXT2', 'BRIX1', 'DNAJC21', 'PRLR', 'RAD1', 'RAI14', 'TTC23L']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon11_Linear amplification_1	Linear amplification	['C8orf89', 'RDH10', 'RDH10-AS1', 'RPL7', 'SBSPON', 'STAU2-AS1', 'TERF1']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon12_Linear amplification_1	Linear amplification	['CALB1']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon13_Complex non-cyclic_1	Complex non-cyclic	['ARID3C', 'C9orf24', 'CCL19', 'CCL21', 'CCL27', 'CNTFR', 'CNTFR-AS1', 'DCAF12', 'DCTN3', 'DNAI1', 'ENHO', 'FAM205A', 'FAM219A', 'GALT', 'IL11RA', 'KIF24', 'MYORG', 'NUDT2', 'RPP25L', 'SIGMAR1', 'SNORD121A', 'SNORD121B', 'UBAP1', 'UBAP2']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon14_Linear amplification_1	Linear amplification	['CUL2', 'PARD3', 'PARD3-AS1']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon15_Linear amplification_1	Linear amplification	['CADM1']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon16_Linear amplification_1	Linear amplification	['ACRBP', 'CD4', 'CHD4', 'COPS7A', 'IFFO1', 'ING4', 'LAG3', 'LPAR5', 'MLF2', 'NOP2', 'PIANP', 'PTMS', 'SCARNA11', 'ZNF384']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon17_Complex non-cyclic_1	Complex non-cyclic	[]
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon18_Complex non-cyclic_1	Complex non-cyclic	['FBXO33']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon19_Linear amplification_1	Linear amplification	['BRMS1L', 'CLEC14A', 'FOXA1', 'INSM2', 'MBIP', 'MIPOL1', 'NFKBIA', 'NKX2-1', 'NKX2-1-AS1', 'NKX2-8', 'PAX9', 'PSMA6', 'PTCSC3', 'RALGAPA1', 'SFTA3', 'SLC25A21', 'SLC25A21-AS1', 'SNORA101B', 'SSTR1', 'TTC6']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon1_Linear amplification_1	Linear amplification	['ACP6', 'BCL9', 'CHD1L', 'FMO5', 'GJA5', 'NBPF13P', 'PDIA3P1', 'PRKAB2']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon20_BFB_1	BFB	['COPRS', 'UTP6']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon21_BFB_1	BFB	['ZNF101', 'ZNF14']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon22_ecDNA_1	ecDNA	['ZNF100', 'ZNF429', 'ZNF430', 'ZNF431', 'ZNF493', 'ZNF626', 'ZNF66', 'ZNF708', 'ZNF714', 'ZNF738', 'ZNF85']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon23_Linear amplification_1	Linear amplification	['UQCRFS1']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon24_Linear amplification_1	Linear amplification	['SAMSN1', 'SAMSN1-AS1']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon2_BFB_1	BFB	['GP5', 'RPSAP58', 'ZNF675', 'ZNF681']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon3_Linear amplification_1	Linear amplification	['B3GALT2', 'CDC73', 'GLRX2', 'RGS1', 'RGS13', 'RGS2', 'RGS21', 'RO60', 'SCARNA18B', 'UCHL5']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon4_Linear amplification_1	Linear amplification	['ASCL5', 'CACNA1S', 'GPR25', 'INAVA', 'KIF21B', 'MROH3P']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon5_Complex non-cyclic_1	Complex non-cyclic	['ALDH1B1', 'ANKRD18A', 'DCAF10', 'EXOSC3', 'FAM201A', 'FAM95C', 'IGFBPL1', 'SHB', 'SLC25A51', 'TRMT10B']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon7_Linear amplification_1	Linear amplification	['FAM171B', 'ITGAV', 'ZC3H15', 'ZSWIM2']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon8_Linear amplification_1	Linear amplification	['OPA1-AS1']
NCIH1651_LUNG	ACH-000893	NCIH1651_LUNG_amplicon9_BFB_1	BFB	['TRIO']
NCIH1693_LUNG	ACH-000021	NCIH1693_LUNG_amplicon1_ecDNA_1	ecDNA	['ADGRL3', 'ADGRL3-AS1']
NCIH1693_LUNG	ACH-000021	NCIH1693_LUNG_amplicon2_Complex non-cyclic_1	Complex non-cyclic	['AIFM3', 'ARVCF', 'BCRP2', 'C22orf39', 'CCDC188', 'CDC45', 'CLDN5', 'CLTCL1', 'COMT', 'CRKL', 'DGCR10', 'DGCR11', 'DGCR2', 'DGCR5', 'DGCR6L', 'DGCR8', 'DGCR9', 'ESS2', 'FAM230B', 'FAM230F', 'FAM230G', 'GGT2', 'GNB1L', 'GP1BB', 'GSC2', 'HIC2', 'HIRA', 'KLHL22', 'LRRC74B', 'LZTR1', 'MED15', 'MRPL40', 'P2RX6', 'P2RX6P', 'PI4KA', 'PI4KAP2', 'POM121L4P', 'POM121L8P', 'RANBP1', 'RIMBP3B', 'RIMBP3C', 'RTL10', 'RTN4R', 'SCARF2', 'SEPT5-GP1BB', 'SEPTIN5', 'SERPIND1', 'SLC25A1', 'SLC7A4', 'SNAP29', 'SNORA77B', 'TANGO2', 'TBX1', 'THAP7', 'THAP7-AS1', 'TMEM191A', 'TMEM191C', 'TRMT2A', 'TSSK2', 'TUBA3FP', 'TXNRD2', 'UBE2L3', 'UFD1', 'ZDHHC8', 'ZNF74']
NCIH1693_LUNG	ACH-000021	NCIH1693_LUNG_amplicon3_ecDNA_1	ecDNA	['ARMC4', 'BAMBI', 'C10orf126', 'GOLGA2P6', 'JCAD', 'LYZL1', 'LYZL2', 'MAP3K8', 'MKX', 'MKX-AS1', 'MPP7', 'MTPAP', 'SNORD130', 'SVIL', 'SVIL-AS1', 'WAC', 'WAC-AS1']
NCIH1693_LUNG	ACH-000021	NCIH1693_LUNG_amplicon4_ecDNA_1	ecDNA	['AMIGO2', 'ANP32D', 'ASB8', 'C12orf54', 'CCDC184', 'COL2A1', 'ENDOU', 'H1-7', 'HDAC7', 'OR10AD1', 'PCED1B', 'PCED1B-AS1', 'PFKM', 'RAPGEF3', 'RPAP3', 'SENP1', 'SLC38A4', 'SLC48A1', 'TMEM106C', 'VDR', 'ZNF641']
NCIH1693_LUNG	ACH-000021	NCIH1693_LUNG_amplicon5_Complex non-cyclic_1	Complex non-cyclic	['C17orf112', 'CASC3', 'CSF3', 'ERBB2', 'FMNL1', 'GRB7', 'GSDMA', 'GSDMB', 'IKZF3', 'KIF2B', 'LRRC3C', 'MAP3K14-AS1', 'MED24', 'MIEN1', 'MSL1', 'NEUROD2', 'NR1D1', 'ORMDL3', 'PGAP3', 'PNMT', 'PPP1R1B', 'PSMD3', 'RAPGEFL1', 'SNORD124', 'SNX29', 'SPATA32', 'STARD3', 'TCAP', 'THRA', 'WIPF2', 'ZPBP2']
NCIH1693_LUNG	ACH-000021	NCIH1693_LUNG_amplicon6_Linear amplification_1	Linear amplification	['CLTC', 'DHX40', 'PTRH2', 'RPS6KB1', 'TUBD1', 'VMP1']
NCIH1694_LUNG	ACH-000431	NCIH1694_LUNG_amplicon1_ecDNA_1	ecDNA	['AKT3', 'BMP8A', 'BMP8B', 'C1orf198', 'CD84', 'COPA', 'DISC1', 'HEYL', 'HPCAL4', 'KIAA0754', 'MFSD2A', 'MYCL', 'NCSTN', 'NT5C1A', 'OXCT2', 'OXCT2P1', 'PABPC4', 'PABPC4-AS1', 'PPIE', 'PPIEL', 'SLAMF6', 'SNORA55', 'SNRPD2P2', 'SUMO1P3', 'TRIT1']
NCIH1694_LUNG	ACH-000431	NCIH1694_LUNG_amplicon2_Linear amplification_1	Linear amplification	['RNVU1-17']
NCIH1694_LUNG	ACH-000431	NCIH1694_LUNG_amplicon3_BFB_1	BFB	['CREB3L4', 'CRTC2', 'DENND4B', 'GATAD2B', 'SLC27A3', 'SLC39A1']
NCIH1694_LUNG	ACH-000431	NCIH1694_LUNG_amplicon4_ecDNA_1	ecDNA	['ARHGEF2', 'RXFP4', 'SSR2']
NCIH1703_LUNG	ACH-000747	NCIH1703_LUNG_amplicon1_Linear amplification_1	Linear amplification	['IVL', 'LCE1A', 'LCE1B', 'LCE1C', 'LCE1D', 'LCE1E', 'LCE6A', 'SMCP']
NCIH1703_LUNG	ACH-000747	NCIH1703_LUNG_amplicon2_ecDNA_1	ecDNA	['CHIC2', 'FIP1L1', 'GSX2', 'LNX1', 'LNX1-AS1', 'LNX1-AS2', 'PDGFRA', 'RPL21P44', 'SCFD2', 'USP46', 'USP46-AS1']
NCIH1703_LUNG	ACH-000747	NCIH1703_LUNG_amplicon3_BFB_1	BFB	['UNC5D']
NCIH1703_LUNG	ACH-000747	NCIH1703_LUNG_amplicon4_Linear amplification_1	Linear amplification	[]
NCIH1703_LUNG	ACH-000747	NCIH1703_LUNG_amplicon5_Linear amplification_1	Linear amplification	['SLC2A14', 'SLC2A3']
NCIH1703_LUNG	ACH-000747	NCIH1703_LUNG_amplicon6_Linear amplification_1	Linear amplification	[]
NCIH1792_LUNG	ACH-000496	NCIH1792_LUNG_amplicon10_Complex non-cyclic_1	Complex non-cyclic	['ACY3', 'AIP', 'ALDH3B2', 'ANKRD13D', 'ANO1', 'APLNR', 'BTBD18', 'C11orf72', 'C11orf80', 'C11orf86', 'CABP2', 'CABP4', 'CARNS1', 'CDK2AP2', 'CLCF1', 'CLP1', 'CNTF', 'CORO1B', 'CTNND1', 'DOC2GP', 'FAM86C2P', 'GLYAT', 'GLYATL2', 'GPR152', 'GRK2', 'GSTP1', 'KDM2A', 'LPXN', 'LRFN4', 'LRRC55', 'MED19', 'NDUFV1', 'NUDT8', 'OR10Q1', 'OR10W1', 'OR1S1', 'OR1S2', 'OR5AK2', 'OR5AK4P', 'OR5AP2', 'OR5AR1', 'OR5B12', 'OR5B17', 'OR5B2', 'OR5B21', 'OR5B3', 'OR5M1', 'OR6Q1', 'OR9G1', 'OR9G4', 'OR9G9', 'OR9I1', 'OR9Q1', 'OR9Q2', 'P2RX3', 'PC', 'PITPNM1', 'POLD4', 'PPP1CA', 'PRG2', 'PRG3', 'PTPRCAP', 'RAD9A', 'RCE1', 'RHOD', 'RPS6KB2', 'RTN4RL2', 'SELENOH', 'SERPING1', 'SLC43A1', 'SLC43A3', 'SMTNL1', 'SPTBN2', 'SSH3', 'SSRP1', 'SYT12', 'TBC1D10C', 'TBX10', 'TIMM10', 'TMEM134', 'TMX2', 'TMX2-CTNND1', 'TNKS1BP1', 'UBE2L6', 'YPEL4', 'ZDHHC5', 'ZFP91', 'ZFP91-CNTF']
NCIH1792_LUNG	ACH-000496	NCIH1792_LUNG_amplicon11_Linear amplification_1	Linear amplification	['A2ML1', 'AICDA', 'CLEC4D', 'CLEC4E', 'CLEC6A', 'KLRG1', 'M6PR', 'MFAP5', 'PHC1', 'RIMKLB']
NCIH1792_LUNG	ACH-000496	NCIH1792_LUNG_amplicon12_Linear amplification_1	Linear amplification	['AKAP6', 'ARHGAP5', 'ARHGAP5-AS1']
NCIH1792_LUNG	ACH-000496	NCIH1792_LUNG_amplicon13_Linear amplification_1	Linear amplification	['AQP4', 'AQP4-AS1', 'CDH2', 'CHST9', 'KCTD1', 'PCAT18']
NCIH1792_LUNG	ACH-000496	NCIH1792_LUNG_amplicon1_ecDNA_1	ecDNA	['MSRB3']
NCIH1792_LUNG	ACH-000496	NCIH1792_LUNG_amplicon2_ecDNA_1	ecDNA	['ARHGEF33', 'DHX57', 'GEMIN6', 'MORN2', 'SRSF7']
NCIH1792_LUNG	ACH-000496	NCIH1792_LUNG_amplicon4_Linear amplification_1	Linear amplification	['EFEMP1', 'PNPT1', 'PPP4R3B']
NCIH1792_LUNG	ACH-000496	NCIH1792_LUNG_amplicon5_BFB_1	BFB	['ACTR2', 'AFTPH', 'AHSA2P', 'B3GNT2', 'BCL11A', 'C2orf74', 'CCT4', 'CEP68', 'COMMD1', 'DBIL5P2', 'EHBP1', 'FAM161A', 'FANCL', 'KIAA1841', 'LGALSL', 'MDH1', 'MEIS1', 'MEIS1-AS2', 'MEIS1-AS3', 'OTX1', 'PAPOLG', 'PELI1', 'PEX13', 'PUS10', 'RAB1A', 'REL', 'SERTAD2', 'SLC1A4', 'SNORA70B', 'SPRED2', 'TMEM17', 'UGP2', 'USP34', 'VPS54', 'VRK2', 'WDPCP', 'XPO1']
NCIH1792_LUNG	ACH-000496	NCIH1792_LUNG_amplicon6_Complex non-cyclic_1	Complex non-cyclic	[]
NCIH1792_LUNG	ACH-000496	NCIH1792_LUNG_amplicon7_BFB_1	BFB	['DCLK2', 'IQCM']
NCIH1792_LUNG	ACH-000496	NCIH1792_LUNG_amplicon8_ecDNA_1	ecDNA	['AMZ1', 'BRAT1', 'CARD11', 'CHST12', 'EIF3B', 'GNA12', 'GRIFIN', 'IQCE', 'LFNG', 'SDK1', 'SNX8', 'TTYH3']
NCIH1792_LUNG	ACH-000496	NCIH1792_LUNG_amplicon9_ecDNA_1	ecDNA	['CASC11', 'MYC', 'PVT1', 'TMEM75']
NCIH1793_LUNG	ACH-000888	NCIH1793_LUNG_amplicon1_ecDNA_1	ecDNA	['EID3', 'TXNRD1']
NCIH1793_LUNG	ACH-000888	NCIH1793_LUNG_amplicon2_Linear amplification_1	Linear amplification	['OR11H12']
NCIH1836_LUNG	ACH-000559	NCIH1836_LUNG_amplicon1_Linear amplification_1	Linear amplification	[]
